path,artifact_family,period_coverage,size_bytes,sha256,row_count,column_count,schema_hash_header_sha256,producer,commit_evidence,status,availability,inspection_note
artifacts/models/clf4_2010-08-15_ARG,staged_model,2010,713107,28601656a4b608a0873c8a955de8283a3a8a054d3b289b3361191ceb82962301,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2010-11-15_ARG,staged_model,2010,650915,052e71a0fd5aac988d4f3e5443eeb250b57180bafe523785fd8697d0d40fee29,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2011-02-15_ARG,staged_model,2011,679825,2460e9dbdbd71d522337138973ff625a87f02d16ed5ffd2d7e86646c611e4332,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2011-05-15_ARG,staged_model,2011,708691,9a738b53395527fbb6d7fbbd476fd5e636a83688913e23c3fb3665e205140c37,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2011-08-15_ARG,staged_model,2011,695705,b066bd9414a7712d2b4087418a2f175be495d4fed83df122b383516b48ffe10a,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2011-11-15_ARG,staged_model,2011,688151,5bbdf32dfa8255c9641bb8c95c5c89f29be96dbd06179a9fe636c16b82224cf3,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2012-02-15_ARG,staged_model,2012,668595,9bcf660455b84965b1b94d198fc512771170ebcefc6a6cc59b747132da872387,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2012-05-15_ARG,staged_model,2012,681624,375f101157763e537f9dacfaf39214d22ba02f6c08832ba9e3bba0dc240b04d8,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2012-08-15_ARG,staged_model,2012,680696,8d8a2b98cb3c504b06386ba09516bbb5201485f2eca255373161db291aa0f516,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2012-11-15_ARG,staged_model,2012,640146,072bf63f091cc8710cb88315364c086fd71f9d23469bfa3cd6704c2729da5b5a,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2013-02-15_ARG,staged_model,2013,644200,665a256394d87f7df2b99a7425f7927aa44a9c69bb662dedf1bc25588c2c84d0,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2013-05-15_ARG,staged_model,2013,610165,fa4dc612bd8f7421ecf2e323cd5924d93a2cc92f32dfd7197b9863c3e784fa5f,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2013-08-15_ARG,staged_model,2013,732249,be1707e4fd93863ff4a5bd15f8ead034aaffa6a7f849ae6dd5d09c6b9014a783,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2013-11-15_ARG,staged_model,2013,630516,040f7e2322404a5984358af410fa8aad4fb932c73d405e0a00c759e6749e548f,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2014-02-15_ARG,staged_model,2014,681452,c0dddee94cb771337198189fb2c790f5a9790dc0775bd18c50d7376f0d39f8c4,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2014-05-15_ARG,staged_model,2014,684093,c1b7a0031b9c433ea981e16a86325426d0409af2839e16ebc6dd23c19080ed5d,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2014-08-15_ARG,staged_model,2014,658638,dcf7e63a4dcef3ed374f74005841a8f48066e2f9346d50519e814d3b117743ca,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2014-11-15_ARG,staged_model,2014,693795,f0f4255437c79cabe0e69bc0b4db6134d125a43b65762566e8c115b049358801,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2015-02-15_ARG,staged_model,2015,1577128,a0c6619d773925e4d92a2c6cb504ee057075ca1754bf3cbb6b575a0a62f0e0ee,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2015-02-15_ARG_bkp,staged_model,2015,1441785,60a65c9787f7e2963bef838149b30f50d54f866e80ce8a87122700dfba2a5244,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2015-05-15_ARG,staged_model,2015,1515172,555a93cfbda5eec566f2dcb34c1a4374a95a798d6878920b9d1de30e20e49e81,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2015-05-15_ARG_bkp,staged_model,2015,1373083,55a5ac08dd2cb2dc9c7ccfcf19185833bfe99b2fe3fb7f7232b48826b2ecaf72,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2016-05-15_ARG,staged_model,2016,1257820,2c0454f27d0afcc5614069b5a80c8fe8df1a03d26265afad64159b107c203124,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2016-08-15_ARG,staged_model,2016,1319561,e3d91794d5cd35a7bad7818a6fe616bc0d8e75bb48bfd60d719ee0c6e8ce77dd,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2016-11-15_ARG,staged_model,2016,1213791,55a3a89a815530a24bda59dbc2367808ded5b6163d19d946a12af4ef449f2aac,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2017-02-15_ARG,staged_model,2017,1297920,f7ff3f259af71bc3ceb038579a26a16407531edfebadd41d7001d6b38001e617,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2017-05-15_ARG,staged_model,2017,1276023,474213cec61ae1c470d954098fef55225f6d65defbe52a6b2aefc91ac4eb3057,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2017-08-15_ARG,staged_model,2017,1373468,9e3cd82330b0b861436baa78210321862ff37f3e8664ea83acde2d581e8fdcda,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2017-11-15_ARG,staged_model,2017,1297453,a4423ed249ba9abb4c6d746a9fa75edabf43dff3711da914e7729e99c6983650,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2018-02-15_ARG,staged_model,2018,1365016,17539508f0bb0bfa8761106f920a0929cd75015c5d477658f75078186afdae48,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2018-05-15_ARG,staged_model,2018,1296282,a13bbce420ab0f14d750eb95176d37202c67c2c855cf471896acfcce65ae5b19,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2018-08-15_ARG,staged_model,2018,1321398,7be4c38d50cf49383258f09ec4c7e5edb2b4fb902ceada2819afa24296822ac4,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2018-11-15_ARG,staged_model,2018,1306419,bad25bcd2ea338a045a41f3a27bba533f1f30d5f89249cdbd372efba5d146200,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2019-02-15_ARG,staged_model,2019,1449369,1bd7cceacf8aa4bea7adc02c2614a5b957fc425ee3bcc6c1820fa7d11a638576,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2019-05-15_ARG,staged_model,2019,1418165,78ec56a79ad3805036c7d5553de79afd25f453f4cfc35e0a2dbabcfa8e87bd27,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2019-08-15_ARG,staged_model,2019,1495407,6f739a403dc2dcb381070c2838211476b9dae6a4fca6bc7ca25d54dd638d5d38,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2019-11-15_ARG,staged_model,2019,1425023,b63b3b8d3b0fc5ccc29e380401800c672b2ffa582e1b98d50a5cb15430b759f7,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2020-02-15_ARG,staged_model,2020,1330400,e7eb73abc86f600faa9df5833f16d001f7a5474d717748a012eab36797011cdb,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2020-05-15_ARG,staged_model,2020,851334,beb4823e3533120c2fd6886d838f8a6bc26aa5948138b977b85503ce94b19fd5,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2020-08-15_ARG,staged_model,2020,1041594,a700ffa0138c9ede1fd46b824b74cd3da252ddb59297cf7909d12145fc2cfed7,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2020-11-15_ARG,staged_model,2020,1041364,218c17680ba35ddae0cf983601db6e7aff978cb20f3fc4c1d59740db90790488,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2021-02-15_ARG,staged_model,2021,1118371,b127281565482947e2766ca5235f83f67aa5b3530efa63365d1b35deac1cb364,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2021-05-15_ARG,staged_model,2021,1080204,0be61dc2f3da9d4161a9972d51246faa169bc3ac3495d52225927200eeb61d72,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2021-08-15_ARG,staged_model,2021,1199956,e6b4d5aa4a6849877b457b9a9abd39cb4b883442c8cd0ef6f5737826fcb42471,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2021-11-15_ARG,staged_model,2021,1170536,c2ff8e9aaa91e0919b2291f3c82437522f9b3888cac837316e0faae39291f04e,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2022-02-15_ARG,staged_model,2022,439727,20bfffbdc02ab64167ad858d0ff3530a9f4c91f0ca8fa653f4659b0c8106f8c6,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2022-05-15_ARG,staged_model,2022,416911,e1403e4a4373b10e5ea978e53d5d8eb4b2471acf6c84e2f795e9fcb3da3af0a5,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2022-08-15_ARG,staged_model,2022,437376,4218e009e43d350d6ccc53582124aac6581d05ece5535f2a68b676633ab59376,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2022-11-15_ARG,staged_model,2022,394557,d73818d4ea64cff938f5ab1a7ed7f301e93b766d502167120bce264cfc242834,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2023-02-15_ARG,staged_model,2023,452368,4b68fe7afd3a1e68615b4d9bf5ca7089960dc72e79910fb8cc5fe9803a48c7d3,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2023-05-15_ARG,staged_model,2023,496463,1e4c65763da6eb162f35308fd7fdc6321a5071176a4e1e5d77940b9390dad102,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2023-08-15_ARG,staged_model,2023,479365,00269c06013f02b5fb56b7e8151eb8098018944bfe99447a1928858a0d1f5304,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2023-11-15_ARG,staged_model,2023,481480,75031580e8f15a2a6ebc796e1092c8ae9129ca2c97278a4dac7eea06e61134b0,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2024-02-15_ARG,staged_model,2024,473005,1c5b939a5fe310d9f8e3bb7608403a24a82e13ae79c8f9f2628ac478b0537446,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2024-05-15_ARG,staged_model,2024,462936,bfc6df0eb17ea61b0ff7c032ac4ea420fe9509f65bc578f06b2a1444e10010e7,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2024-08-15_ARG,staged_model,2024,487193,5f29df815e79db6338ff7c6b47bb7dcb5631677856d1a9f2c902200be00526c0,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2024-11-15_ARG,staged_model,2024,453159,098df558179072f1bae3bdea4206186e3151a3adf520e1c78977f6c6aa77e5b3,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
artifacts/models/clf4_2025-02-15_ARG,staged_model,2025,460095,c0874ec6d0376801031cfd194c5f5e07f0d733ef3dc5c696f7b164dd0209830c,,,,src/encuestador/entrenar_modelos.py,d9d8e01e80c3cbc3c41cb2c17e3f5ef9706b7152,model,tracked,inspected metadata only
data/info/AGLO_rk,geographic_rank,,9728,960223830d64d66cfa31c72cf235686f48bab02c4a0fa508523149552a28bd90,,,,src/encuestador/recalcular_rankings.py,957edacdffe7e5165298bc7a367aee434f7dbf8f,rank,tracked,inspected metadata only
data/info/AGLO_rk.csv,geographic_rank,,922,97a8b62ed2741aa574c3536ea0a559604fd5483133196ac1728cf2cb85e5999e,66,3,b6a0a119bc1979f9600f77ddabd2a8f5af5ca75cb8d1b08576828e46a5b90b55,src/encuestador/recalcular_rankings.py,7633b30b14d48666c03c3edc8cef659bec62a028,rank,tracked,inspected metadata only
data/info/Reg_rk,geographic_rank,,2725,5365f40f60c8f4a631d56fcf6be278a0bfe073e87413cd90dc253325811f7501,,,,src/encuestador/recalcular_rankings.py,957edacdffe7e5165298bc7a367aee434f7dbf8f,rank,tracked,inspected metadata only
data/info/Reg_rk.csv,geographic_rank,,391,7ffeb4d4e8b6ce2c1f4d69182a456214e2f496440eb379b571c0d214b1a27a45,12,4,9c6c4f2f334751cddb32720928c465e73ee9140c955322fa60d152fb8e0e2f29,src/encuestador/recalcular_rankings.py,7633b30b14d48666c03c3edc8cef659bec62a028,rank,tracked,inspected metadata only
data/training/EPHARG_train_22.csv,EPHARG_train,2022,40671992,05397f7e7c7ce174ffba4e17bcbbdfbbc5790d3e9aaebfb94b3a056908fc2dd3,189581,56,3f1e89078974c0aff2f4cef89740d6dac9e2c418d63433657465ef57182bcc3d,src/encuestador/preprocesar_datos.py,8698ba8174cc4bb73c4189f251b89835fc63ffd2,annual training/preprocessed input,tracked,inspected metadata only
data/training/EPHARG_train_23.csv,EPHARG_train,2023,48472766,1788a3d9829e7772829e9a99adafc51e2ad5c77406c3ef74b2f5f413a56ece4a,199766,56,3f1e89078974c0aff2f4cef89740d6dac9e2c418d63433657465ef57182bcc3d,src/encuestador/preprocesar_datos.py,cdb1fcf0f872c18b62979adc6717fef16c4e2931,annual training/preprocessed input,tracked,inspected metadata only
data/training/EPHARG_train_24.csv,EPHARG_train,2024,47050200,b8262193afd1a495f31b45d7fd72e795259829b5a1bc7084fa7741c5d4661d1f,198604,62,57cc47c4ab9641625559f7c65c7a9c92bd5b2562f8e854aedc2ec6fe65b88e82,src/encuestador/preprocesar_datos.py,193929f9645014bae8d11425ce71ece27b9b4e39,annual training/preprocessed input,tracked,inspected metadata only
data/training/EPHARG_train_25.csv,EPHARG_train,2025,10825302,460a6ee7b64eda71745fce2d3f069af903d1f747aa7b015079477aebe122d1e0,47950,62,57cc47c4ab9641625559f7c65c7a9c92bd5b2562f8e854aedc2ec6fe65b88e82,src/encuestador/preprocesar_datos.py,e5ad563d17088fc8e9e7aa98655084ee6f823931,annual training/preprocessed input,tracked,inspected metadata only
