,index
1949-10-31,2.32583e-12
1949-11-30,2.40061e-12
1949-12-31,2.45885e-12
1950-01-31,2.41517e-12
1950-02-28,2.47807e-12
1950-03-31,2.47892e-12
1950-04-30,2.53278e-12
1950-05-31,2.65322e-12
1950-06-30,2.72899e-12
1950-07-31,2.72984e-12
1950-08-31,2.73521e-12
1950-09-30,2.84364e-12
1950-10-31,2.9515e-12
1950-11-30,2.94499e-12
1950-12-31,3.0025299999999997e-12
1951-01-31,2.97327e-12
1951-02-28,3.0609099999999997e-12
1951-03-31,3.0701e-12
1951-04-30,3.34745e-12
1951-05-31,3.5971e-12
1951-06-30,3.71655e-12
1951-07-31,3.744819999999999e-12
1951-08-31,4.09172e-12
1951-09-30,4.01397e-12
1951-10-31,4.13625e-12
1951-11-30,4.149819999999999e-12
1951-12-31,4.51015e-12
1952-01-31,4.68629e-12
1952-02-29,4.7207800000000004e-12
1952-03-31,4.85861e-12
1952-04-30,5.16225e-12
1952-05-31,5.2434e-12
1952-06-30,5.35196e-12
1952-07-31,5.13299e-12
1952-08-31,5.11193e-12
1952-09-30,5.28368e-12
1952-10-31,5.3374e-12
1952-11-30,5.35097e-12
1952-12-31,5.3702e-12
1953-01-31,5.30121e-12
1953-02-28,5.6091e-12
1953-03-31,5.58266e-12
1953-04-30,5.3484300000000005e-12
1953-05-31,5.2616300000000005e-12
1953-06-30,5.25258e-12
1953-07-31,5.29372e-12
1953-08-31,5.2981e-12
1953-09-30,5.2616300000000005e-12
1953-10-31,5.23901e-12
1953-11-30,5.27647e-12
1953-12-31,5.332030000000001e-12
1954-01-31,5.227e-12
1954-02-28,5.21512e-12
1954-03-31,5.22332e-12
1954-04-30,5.33118e-12
1954-05-31,5.32115e-12
1954-06-30,5.404969999999999e-12
1954-07-31,5.52541e-12
1954-08-31,5.56443e-12
1954-09-30,5.69971e-12
1954-10-31,5.86468e-12
1954-11-30,5.9247599999999995e-12
1954-12-31,6.1857099999999995e-12
1955-01-31,6.05057e-12
1955-02-28,6.05877e-12
1955-03-31,6.06725e-12
1955-04-30,6.15462e-12
1955-05-31,6.16281e-12
1955-06-30,6.19929e-12
1955-07-31,6.22657e-12
1955-08-31,6.24777e-12
1955-09-30,6.29046e-12
1955-10-31,6.28509e-12
1955-11-30,6.28792e-12
1955-12-31,6.6479699999999996e-12
1956-01-31,6.56145e-12
1956-02-29,6.51113e-12
1956-03-31,6.50109e-12
1956-04-30,6.7301e-12
1956-05-31,6.98823e-12
1956-06-30,7.25922e-12
1956-07-31,7.221760000000001e-12
1956-08-31,7.187260000000001e-12
1956-09-30,7.2271300000000005e-12
1956-10-31,7.3193e-12
1956-11-30,7.43253e-12
1956-12-31,7.75639e-12
1957-01-31,7.67044e-12
1957-02-28,7.728960000000001e-12
1957-03-31,8.0107e-12
1957-04-30,8.22514e-12
1957-05-31,8.45556e-12
1957-06-30,8.78041e-12
1957-07-31,8.941989999999999e-12
1957-08-31,9.42248e-12
1957-09-30,9.4017e-12
1957-10-31,9.501080000000001e-12
1957-11-30,9.74012e-12
1957-12-31,9.7445e-12
1958-01-31,9.48637e-12
1958-02-28,9.6177e-12
1958-03-31,9.77659e-12
1958-04-30,1.019884e-11
1958-05-31,1.085716e-11
1958-06-30,1.133609e-11
1958-07-31,1.174732e-11
1958-08-31,1.2292969999999999e-11
1958-09-30,1.252806e-11
1958-10-31,1.2900410000000001e-11
1958-11-30,1.35559e-11
1958-12-31,1.4689770000000003e-11
1959-01-31,1.729832e-11
1959-02-28,1.886885e-11
1959-03-31,2.025335e-11
1959-04-30,2.192792e-11
1959-05-31,2.421544e-11
1959-06-30,2.574568e-11
1959-07-31,2.6533070000000003e-11
1959-08-31,2.753603e-11
1959-09-30,2.802415e-11
1959-10-31,2.819732e-11
1959-11-30,2.878751e-11
1959-12-31,2.9617579999999996e-11
1960-01-31,3.042914e-11
1960-02-29,3.067992e-11
1960-03-31,3.0899170000000004e-11
1960-04-30,3.086793e-11
1960-05-31,3.0805309999999995e-11
1960-06-30,3.064867e-11
1960-07-31,3.093055e-11
1960-08-31,3.1087320000000003e-11
1960-09-30,3.11187e-11
1960-10-31,3.1369340000000004e-11
1960-11-30,3.215277e-11
1960-12-31,3.509861e-11
1961-01-31,3.2967579999999996e-11
1961-02-28,3.3374979999999996e-11
1961-03-31,3.375115e-11
1961-04-30,3.4503190000000003e-11
1961-05-31,3.475383e-11
1961-06-30,3.5223859999999994e-11
1961-07-31,3.575665e-11
1961-08-31,3.603867e-11
1961-09-30,3.6414829999999997e-11
1961-10-31,3.644607e-11
1961-11-30,3.7605659999999995e-11
1961-12-31,4.0864759999999996e-11
1962-01-31,3.9235140000000004e-11
1962-02-28,3.979932e-11
1962-03-31,4.0425979999999996e-11
1962-04-30,4.17422e-11
1962-05-31,4.31838e-11
1962-06-30,4.3810459999999996e-11
1962-07-31,4.578486e-11
1962-08-31,4.638028e-11
1962-09-30,4.809542e-11
1962-10-31,4.891872e-11
1962-11-30,4.8667940000000005e-11
1962-12-31,5.340003e-11
1963-01-31,5.120638e-11
1963-02-28,5.16764e-11
1963-03-31,5.412069e-11
1963-04-30,5.496689e-11
1963-05-31,5.496689e-11
1963-06-30,5.5593680000000003e-11
1963-07-31,5.6439730000000007e-11
1963-08-31,5.669051e-11
1963-09-30,5.756794e-11
1963-10-31,5.93542e-11
1963-11-30,6.085841999999999e-11
1963-12-31,6.612331e-11
1964-01-31,6.580977e-11
1964-02-29,6.530836e-11
1964-03-31,6.512035e-11
1964-04-30,6.76274e-11
1964-05-31,6.772155e-11
1964-06-30,6.86616e-11
1964-07-31,6.891238e-11
1964-08-31,6.85676e-11
1964-09-30,6.931979000000001e-11
1964-10-31,7.204609e-11
1964-11-30,7.28609e-11
1964-12-31,7.80944e-11
1965-01-31,7.521118e-11
1965-02-28,7.884645e-11
1965-03-31,8.075808e-11
1965-04-30,8.160428000000001e-11
1965-05-31,8.335915e-11
1965-06-30,8.671239e-11
1965-07-31,9.050428e-11
1965-08-31,9.250991999999999e-11
1965-09-30,9.388877e-11
1965-10-31,9.630181e-11
1965-11-30,9.978031e-11
1965-12-31,1.0792812e-10
1966-01-31,1.0548383999999999e-10
1966-02-28,1.0780288e-10
1966-03-31,1.1015316e-10
1966-04-30,1.1244096999999999e-10
1966-05-31,1.1360041e-10
1966-06-30,1.1457185e-10
1966-07-31,1.1638948000000001e-10
1966-08-31,1.1773695e-10
1966-09-30,1.1952333999999998e-10
1966-10-31,1.2334661000000001e-10
1966-11-30,1.2622968e-10
1966-12-31,1.4023766999999998e-10
1967-01-31,1.3365628e-10
1967-02-28,1.3650896000000002e-10
1967-03-31,1.3951715e-10
1967-04-30,1.4120925e-10
1967-05-31,1.4255642e-10
1967-06-30,1.4876221e-10
1967-07-31,1.5618937e-10
1967-08-31,1.567209e-10
1967-09-30,1.5744184e-10
1967-10-31,1.6195552e-10
1967-11-30,1.6568466000000002e-10
1967-12-31,1.7859522e-10
1968-01-31,1.7245305e-10
1968-02-29,1.7414516e-10
1968-03-31,1.7301709e-10
1968-04-30,1.7229613999999998e-10
1968-05-31,1.7248417e-10
1968-06-30,1.730821e-10
1968-07-31,1.72986e-10
1968-08-31,1.7326872e-10
1968-09-30,1.7568176000000002e-10
1968-10-31,1.7912817e-10
1968-11-30,1.7972329e-10
1968-12-31,1.9567458999999998e-10
1969-01-31,1.8664861e-10
1969-02-28,1.8414228e-10
1969-03-31,1.8621041000000001e-10
1969-04-30,1.8639841e-10
1969-05-31,1.8382843999999998e-10
1969-06-30,1.8564636000000002e-10
1969-07-31,1.8812162e-10
1969-08-31,1.8671223e-10
1969-09-30,1.9019115e-10
1969-10-31,1.9307352e-10
1969-11-30,1.944518e-10
1969-12-31,2.0871097e-10
1970-01-31,1.9887077e-10
1970-02-28,2.0156654e-10
1970-03-31,2.0416761e-10
1970-04-30,2.057339e-10
1970-05-31,2.0725495e-10
1970-06-30,2.0877458e-10
1970-07-31,2.1134314e-10
1970-08-31,2.1372507999999997e-10
1970-09-30,2.1808186e-10
1970-10-31,2.2673038e-10
1970-11-30,2.3259123999999999e-10
1970-12-31,2.5408955e-10
1971-01-31,2.533686e-10
1971-02-28,2.6182911000000003e-10
1971-03-31,2.645871e-10
1971-04-30,2.6696906e-10
1971-05-31,2.7345615e-10
1971-06-30,2.8198027e-10
1971-07-31,2.9410771e-10
1971-08-31,3.0181618e-10
1971-09-30,3.0454302999999997e-10
1971-10-31,3.0767563e-10
1971-11-30,3.1598207e-10
1971-12-31,3.5349385e-10
1972-01-31,3.7192038e-10
1972-02-29,3.853568e-10
1972-03-31,4.0166008999999997e-10
1972-04-30,4.2124579000000003e-10
1972-05-31,4.280156e-10
1972-06-30,4.5154955e-10
1972-07-31,4.7395682e-10
1972-08-31,4.733616799999999e-10
1972-09-30,4.8495619e-10
1972-10-31,5.0842791e-10
1972-11-30,5.3321714e-10
1972-12-31,5.8025534e-10
1973-01-31,6.070801599999999e-10
1973-02-28,6.5302275e-10
1973-03-31,7.091179900000001e-10
1973-04-30,7.408000900000001e-10
1973-05-31,7.664345799999999e-10
1973-06-30,7.4393403e-10
1973-07-31,7.438718e-10
1973-08-31,7.4982598e-10
1973-09-30,7.537431200000001e-10
1973-10-31,7.6543238e-10
1973-11-30,7.7151097e-10
1973-12-31,8.3421769e-10
1974-01-31,7.864953099999999e-10
1974-02-28,7.9880647e-10
1974-03-31,8.0830176e-10
1974-04-30,8.3124058e-10
1974-05-31,8.5891355e-10
1974-06-30,8.918184e-10
1974-07-31,9.1228763e-10
1974-08-31,9.2923547e-10
1974-09-30,9.5994779e-10
1974-10-31,9.9623676e-10
1974-11-30,1.03744524e-09
1974-12-31,1.1687521e-09
1975-01-31,1.20253751e-09
1975-02-28,1.25806443e-09
1975-03-31,1.3600995900000001e-09
1975-04-30,1.4920043e-09
1975-05-31,1.55003343e-09
1975-06-30,1.87771043e-09
1975-07-31,2.5299116100000004e-09
1975-08-31,3.09842707e-09
1975-09-30,3.433271e-09
1975-10-31,3.90684773e-09
1975-11-30,4.256647479999999e-09
1975-12-31,5.08360065e-09
1976-01-31,5.5360152e-09
1976-02-29,6.58704158e-09
1976-03-31,9.06186415e-09
1976-04-30,1.213592071e-08
1976-05-31,1.3603398409999999e-08
1976-06-30,1.39750389e-08
1976-07-31,1.4567627990000001e-08
1976-08-31,1.537098804e-08
1976-09-30,1.6993539019999998e-08
1976-10-31,1.84311908e-08
1976-11-30,1.989711329e-08
1976-12-31,2.275163524e-08
1977-01-31,2.457916182e-08
1977-02-28,2.6608129030000002e-08
1977-03-31,2.861603399e-08
1977-04-30,3.0336124719999996e-08
1977-05-31,3.230670842e-08
1977-06-30,3.477729393e-08
1977-07-31,3.733396525e-08
1977-08-31,4.156676425e-08
1977-09-30,4.501556816e-08
1977-10-31,5.0639510360000006e-08
1977-11-30,5.5216528239999995e-08
1977-12-31,5.925326008e-08
1978-01-31,6.71681093e-08
1978-02-28,7.133546376e-08
1978-03-31,7.810670155e-08
1978-04-30,8.675663565e-08
1978-05-31,9.429687252999999e-08
1978-06-30,1.0041785004e-07
1978-07-31,1.0704348341e-07
1978-08-31,1.154008018e-07
1978-09-30,1.2277706674e-07
1978-10-31,1.347560783e-07
1978-11-30,1.4660643899000002e-07
1978-12-31,1.5989162705e-07
1979-01-31,1.8031136050999998e-07
1979-02-28,1.9373226223e-07
1979-03-31,2.0874631446e-07
1979-04-30,2.2336172378000002e-07
1979-05-31,2.3881966627e-07
1979-06-30,2.6197329817e-07
1979-07-31,2.8070942903e-07
1979-08-31,3.1285088653000004e-07
1979-09-30,3.342671846e-07
1979-10-31,3.4877660937e-07
1979-11-30,3.6670127201e-07
1979-12-31,3.8331697283e-07
1980-01-31,4.109532199e-07
1980-02-29,4.3292087071000003e-07
1980-03-31,4.580126074e-07
1980-04-30,4.8629914318e-07
1980-05-31,5.1443015536e-07
1980-06-30,5.4394649851e-07
1980-07-31,5.6882618082e-07
1980-08-31,5.8829175487e-07
1980-09-30,6.1502328208e-07
1980-10-31,6.6185646119e-07
1980-11-30,6.928146945e-07
1980-12-31,7.1923528822e-07
1981-01-31,7.5444853564e-07
1981-02-28,7.859722472899999e-07
1981-03-31,8.3304576037e-07
1981-04-30,8.9877909204e-07
1981-05-31,9.664913704899999e-07
1981-06-30,1.05710432763e-06
1981-07-31,1.16538762995e-06
1981-08-31,1.2576969084e-06
1981-09-30,1.34760307446e-06
1981-10-31,1.4260590433e-06
1981-11-30,1.5288291024299999e-06
1981-12-31,1.66340566921e-06
1982-01-31,1.86173645034e-06
1982-02-28,1.96012433662e-06
1982-03-31,2.0525749278e-06
1982-04-30,2.1385230866099997e-06
1982-05-31,2.2039737359599997e-06
1982-06-30,2.37799008573e-06
1982-07-31,2.7646151465900002e-06
1982-08-31,3.17074773193e-06
1982-09-30,3.71188116333e-06
1982-10-31,4.18289937443e-06
1982-11-30,4.65745097245e-06
1982-12-31,5.15207602803e-06
1983-01-31,5.9753683672199996e-06
1983-02-28,6.75427236274e-06
1983-03-31,7.5147995630699995e-06
1983-04-30,8.28663542052e-06
1983-05-31,9.03726777324e-06
1983-06-30,1.046785018843e-05
1983-07-31,1.177120702778e-05
1983-08-31,1.380116373184e-05
1983-09-30,1.6749972928660002e-05
1983-10-31,1.95927623281e-05
1983-11-30,2.336147008464e-05
1983-12-31,2.7496305847309998e-05
1984-01-31,3.094412386417e-05
1984-02-29,3.618865230237e-05
1984-03-31,4.352533142082e-05
1984-04-30,5.1582959713409995e-05
1984-05-31,6.038981155143001e-05
1984-06-30,7.120399823179e-05
1984-07-31,8.422342216363e-05
1984-08-31,0.00010346278577344
1984-09-30,0.00013196135114413001
1984-10-31,0.00015746304416098001
1984-11-30,0.00018104221089743
1984-12-31,0.00021666540123988
1985-01-31,0.00027113215764984
1985-02-28,0.00032725284108892
1985-03-31,0.00041390772094019
1985-04-30,0.0005359030328691
1985-05-31,0.0006703381659463
1985-06-30,0.0008750302367843701
1985-07-31,0.0009291718597523901
1985-08-31,0.00095772696658969
1985-09-30,0.0009768108138814599
1985-10-31,0.00099575333297253
1985-11-30,0.0010193607304245199
1985-12-31,0.0010517326882109
1986-01-31,0.00108353910036385
1986-02-28,0.00110191619023681
1986-03-31,0.00115308910608292
1986-04-30,0.00120765483006835
1986-05-31,0.00125628337264061
1986-06-30,0.0013133935863152099
1986-07-31,0.0014023102121427699
1986-08-31,0.00152543641161174
1986-09-30,0.00163569860160351
1986-10-31,0.00173479341901839
1986-11-30,0.00182667863555253
1986-12-31,0.0019131922163069198
1987-01-31,0.0020582294091582303
1987-02-28,0.0021911098156124397
1987-03-31,0.00237205298617482
1987-04-30,0.00245121563784778
1987-05-31,0.00255299615673721
1987-06-30,0.00275797117501497
1987-07-31,0.00303645408712327
1987-08-31,0.00345347146503627
1987-09-30,0.00385635322891176
1987-10-31,0.00461122579872608
1987-11-30,0.005084787961095571
1987-12-31,0.005257249809801579
1988-01-31,0.00573505274951458
1988-02-29,0.0063330139964819
1988-03-31,0.007267415989190341
1988-04-30,0.00851988233625889
1988-05-31,0.009858580306172371
1988-06-30,0.01162984501570463
1988-07-31,0.0146125815808773
1988-08-31,0.018648464232683182
1988-09-30,0.02082967758178711
1988-10-31,0.02270272374153137
1988-11-30,0.02399901114404202
1988-12-31,0.02564163692295551
1989-01-31,0.02792887389659882
1989-02-28,0.0306076817214489
1989-03-31,0.0358126275241375
1989-04-30,0.047763362526893616
1989-05-31,0.08524264395236969
1989-06-30,0.18282191455364227
1989-07-31,0.5423123836517334
1989-08-31,0.7476391196250916
1989-09-30,0.8175836205482483
1989-10-31,0.8633297085762024
1989-11-30,0.9196102023124694
1989-12-31,1.2881251573562622
1990-01-31,2.3083837032318115
1990-02-28,3.7296643257141113
1990-03-31,7.292451381683349
1990-04-30,8.121793746948242
1990-05-31,9.226961135864256
1990-06-30,10.509312629699709
1990-07-31,11.646988868713379
1990-08-31,13.433368682861328
1990-09-30,15.539366722106934
1990-10-31,16.734407424926758
1990-11-30,17.76869773864746
1990-12-31,18.599609375
1991-01-31,20.031530380249023
1991-02-28,25.438123703002926
1991-03-31,28.247074127197266
1991-04-30,29.803647994995124
1991-05-31,30.63949012756348
1991-06-30,31.596588134765625
1991-07-31,32.415260314941406
1991-08-31,32.836944580078125
1991-09-30,33.4169921875
1991-10-31,33.86839294433594
1991-11-30,34.00011444091796
1991-12-31,34.22084808349609
1992-01-31,35.262069702148445
1992-02-29,36.02162933349609
1992-03-31,36.77794265747071
1992-04-30,37.25118255615233
1992-05-31,37.501907348632805
1992-06-30,37.79595184326172
1992-07-31,38.44937133789063
1992-08-31,39.02481842041016
1992-09-30,39.428237915039055
1992-10-31,39.92736053466797
1992-11-30,40.11140441894531
1992-12-31,40.225200653076165
1993-01-31,40.56002426147461
1993-02-28,40.856292724609375
1993-03-31,41.163471221923835
1993-04-30,41.593765258789055
1993-05-31,42.12889099121094
1993-06-30,42.43192672729492
1993-07-31,42.568431854248054
1993-08-31,42.57525253295898
1993-09-30,42.92610931396485
1993-10-31,43.168766021728516
1993-11-30,43.19344329833984
1993-12-31,43.18777465820313
1994-01-31,43.23126220703124
1994-02-28,43.22973251342773
1994-03-31,43.28998947143555
1994-04-30,43.39536666870117
1994-05-31,43.54577636718751
1994-06-30,43.71429443359376
1994-07-31,44.11788177490234
1994-08-31,44.20890426635743
1994-09-30,44.511474609375
1994-10-31,44.654109954833984
1994-11-30,44.755069732666016
1994-12-31,44.85239791870117
1995-01-31,45.4112434387207
1995-02-28,45.410003662109375
1995-03-31,45.20598220825195
1995-04-30,45.41272354125977
1995-05-31,45.422271728515625
1995-06-30,45.32872772216797
1995-07-31,45.51263046264648
1995-08-31,45.40233612060547
1995-09-30,45.476993560791016
1995-10-31,45.6316032409668
1995-11-30,45.527374267578125
1995-12-31,45.57351684570313
1996-01-31,45.71014022827149
1996-02-29,45.56159973144531
1996-03-31,45.31579589843751
1996-04-30,45.31649017333984
1996-05-31,45.27606964111328
1996-06-30,45.277244567871094
1996-07-31,45.52273559570313
1996-08-31,45.48747634887695
1996-09-30,45.570072174072266
1996-10-31,45.79978942871094
1996-11-30,45.72865295410156
1996-12-31,45.59827041625977
1997-01-31,45.81124114990234
1997-02-28,45.98738479614258
1997-03-31,45.76068878173828
1997-04-30,45.609447479248054
1997-05-31,45.57159805297852
1997-06-30,45.67536163330079
1997-07-31,45.7768669128418
1997-08-31,45.8521957397461
1997-09-30,45.830238342285156
1997-10-31,45.75844192504883
1997-11-30,45.67000961303712
1997-12-31,45.74782180786133
1998-01-31,46.03538513183594
1998-02-28,46.19590377807617
1998-03-31,46.13787078857422
1998-04-30,46.1430778503418
1998-05-31,46.10975646972656
1998-06-30,46.19778060913085
1998-07-31,46.342166900634766
1998-08-31,46.351524353027344
1998-09-30,46.33719253540038
1998-10-31,46.16766738891602
1998-11-30,46.058048248291016
1998-12-31,46.051807403564446
1999-01-31,46.26890182495117
1999-02-28,46.19457244873047
1999-03-31,45.84774017333984
1999-04-30,45.80283737182617
1999-05-31,45.57732391357421
1999-06-30,45.574554443359375
1999-07-31,45.65926742553712
1999-08-31,45.48739242553712
1999-09-30,45.39677047729492
1999-10-31,45.38966751098633
1999-11-30,45.24619674682617
1999-12-31,45.21806335449219
2000-01-31,45.60025787353516
2000-02-29,45.60212707519531
2000-03-31,45.361186981201165
2000-04-30,45.31018447875977
2000-05-31,45.13406372070313
2000-06-30,45.05061340332031
2000-07-31,45.24627304077149
2000-08-31,45.14892959594727
2000-09-30,45.079597473144524
2000-10-31,45.16038131713867
2000-11-30,44.938385009765625
2000-12-31,44.888145446777344
2001-01-31,44.92424774169921
2001-02-28,44.821914672851555
2001-03-31,44.907318115234375
2001-04-30,45.207496643066406
2001-05-31,45.23675537109376
2001-06-30,44.91047286987305
2001-07-31,44.76358413696288
2001-08-31,44.60348510742188
2001-09-30,44.56971740722656
2001-10-31,44.37308883666992
2001-11-30,44.227561950683594
2001-12-31,44.19393539428711
2002-01-31,45.20712661743164
2002-02-28,46.626846313476555
2002-03-31,48.47116470336913
2002-04-30,53.50666046142578
2002-05-31,55.6526756286621
2002-06-30,57.66843032836914
2002-07-31,59.50727462768554
2002-08-31,60.90091323852539
2002-09-30,61.72354125976562
2002-10-31,61.85845184326172
2002-11-30,62.17339324951172
2002-12-31,62.28981399536133
2003-01-31,63.11158752441407
2003-02-28,63.46881103515625
2003-03-31,63.83931350708008
2003-04-30,63.874584197998054
2003-05-31,63.6296043395996
2003-06-30,63.57509231567383
2003-07-31,63.857421875
2003-08-31,63.872970581054695
2003-09-30,63.89828109741211
2003-10-31,64.27494049072266
2003-11-30,64.43346405029297
2003-12-31,64.57026672363281
2004-01-31,64.84169006347656
2004-02-29,64.90692138671875
2004-03-31,65.2920150756836
2004-04-30,65.8522262573242
2004-05-31,66.33335876464844
2004-06-30,66.70879364013672
2004-07-31,67.01624298095703
2004-08-31,67.24642944335938
2004-09-30,67.66963958740234
2004-10-31,67.93746948242188
2004-11-30,67.9389877319336
2004-12-31,68.50696563720703
2005-01-31,69.52488708496094
2005-02-28,70.18255615234375
2005-03-31,71.26741790771484
2005-04-30,71.61686706542969
2005-05-31,72.0470962524414
2005-06-30,72.70693969726561
2005-07-31,73.43703460693358
2005-08-31,73.7578582763672
2005-09-30,74.61565399169922
2005-10-31,75.1987075805664
2005-11-30,76.10590362548828
2005-12-31,76.95317840576173
2006-01-31,77.93498229980467
2006-02-28,78.24385833740234
2006-03-31,79.18698120117186
2006-04-30,79.95708465576173
2006-05-31,80.33128356933594
2006-06-30,80.72026824951173
2006-07-31,81.21837615966798
2006-08-31,81.67524719238283
2006-09-30,82.40980529785155
2006-10-31,83.11515808105469
2006-11-30,83.7033233642578
2006-12-31,84.52462005615233
2007-01-31,85.46733093261719
2007-02-28,86.0316162109375
2007-03-31,86.9278564453125
2007-04-30,88.89956665039062
2007-05-31,90.75177001953124
2007-06-30,93.1616439819336
2007-07-31,95.53832244873048
2007-08-31,98.71164703369138
2007-09-30,100.68998718261722
2007-10-31,102.13059997558594
2007-11-30,101.7190017700195
2007-12-31,103.1559982299805
2008-01-31,104.43900299072266
2008-02-29,106.94300079345702
2008-03-31,109.98899841308594
2008-04-30,111.73799896240233
2008-05-31,113.86299896240233
2008-06-30,115.83499908447266
2008-07-31,119.55699920654295
2008-08-31,121.23000335693361
2008-09-30,123.31700134277345
2008-10-31,125.83899688720705
2008-11-30,126.68699645996094
2008-12-31,127.29299926757811
2009-01-31,128.40199279785153
2009-02-28,127.00900268554688
2009-03-31,129.91200256347656
2009-04-30,131.97999572753903
2009-05-31,133.66200256347656
2009-06-30,134.83599853515625
2009-07-31,136.40100097656247
2009-08-31,141.45199584960938
2009-09-30,143.19200134277347
2009-10-31,144.6719970703125
2009-11-30,146.7969970703125
2009-12-31,148.406005859375
2010-01-31,150.35600280761722
2010-02-28,153.5469970703125
2010-03-31,156.13800048828125
2010-04-30,161.51800537109375
2010-05-31,164.35600280761722
2010-06-30,168.8459930419922
2010-07-31,173.0449981689453
2010-08-31,176.77400207519534
2010-09-30,178.9669952392578
2010-10-31,181.51300048828125
2010-11-30,184.94799804687497
2010-12-31,186.9160003662109
2011-01-31,189.69099426269528
2011-02-28,192.9129943847656
2011-03-31,197.63000488281247
2011-04-30,202.29299926757812
2011-05-31,206.11700439453122
2011-06-30,209.71899414062497
2011-07-31,215.4010009765625
2011-08-31,219.30499267578128
2011-09-30,222.46800231933597
2011-10-31,224.563003540039
2011-11-30,229.11999511718753
2011-12-31,232.4239959716797
2012-01-31,236.77600097656247
2012-02-29,238.84100341796875
2012-03-31,247.86099243164062
2012-04-30,254.6190032958984
2012-05-31,259.2170104980469
2012-06-30,263.66299438476557
2012-07-31,270.65399169921875
2012-08-31,278.05200195312494
2012-09-30,282.7430114746094
2012-10-31,285.90899658203125
2012-11-30,288.71200561523443
2012-12-31,292.00900268554693
2013-01-31,298.010986328125
2013-02-28,297.6440124511719
2013-03-31,298.8429870605469
2013-04-30,300.93798828125
2013-05-31,306.4880065917968
2013-06-30,318.9729919433594
2013-07-31,326.12200927734375
2013-08-31,330.94900512695307
2013-09-30,336.2380065917968
2013-10-31,340.6440124511719
2013-11-30,350.531005859375
2013-12-31,362.96200561523443
2014-01-31,382.56900024414057
2014-02-28,405.2380065917968
2014-03-31,417.072998046875
2014-04-30,424.4570007324218
2014-05-31,433.84698486328125
2014-06-30,440.41299438476557
2014-07-31,449.7260131835938
2014-08-31,460.89199829101557
2014-09-30,471.6549987792969
2014-10-31,483.2640075683593
2014-11-30,491.5329895019531
2014-12-31,499.36700439453125
2015-01-31,511.031005859375
2015-02-28,516.3519897460938
2015-03-31,527.8649902343751
2015-04-30,538.3690185546875
2015-05-31,547.5960083007814
2015-06-30,559.9039916992189
2015-07-31,572.3209838867188
2015-08-31,584.3250122070312
2015-09-30,594.3759765625
2015-10-31,605.2990112304689
2015-11-30,617.572998046875
2015-12-31,638.8839721679688
2016-01-31,679.1660156249999
2016-02-29,695.4719848632812
2016-03-31,715.0130004882812
2016-04-30,734.6040039062499
2016-05-31,752.5819702148435
2016-06-30,764.8369750976564
2016-07-31,770.5989990234374
