,index
2016-07-15,770.5989990234374
2016-08-15,794.6300048828124
2016-09-15,807.0330200195312
2016-10-15,819.4359741210938
2016-11-15,834.0609741210938
2016-12-15,845.2390136718751
2017-01-15,850.9735786766937
2017-02-15,868.5650408306054
2017-03-15,889.1864229183599
2017-04-15,912.8017043269754
2017-05-15,925.8981290562257
2017-06-15,936.9355150247942
2017-07-15,953.1657330834628
2017-08-15,966.5411081411536
2017-09-15,984.8864901016615
2017-10-15,999.8048876968526
2017-11-15,1013.5530342144715
2017-12-15,1045.3986068450956
2018-01-15,1063.7699571544974
2018-02-15,1089.5029155309742
2018-03-15,1115.0088602767983
2018-04-15,1145.5493139533369
2018-05-15,1169.3237562100117
2018-06-15,1213.017597445632
2018-07-15,1250.6407088608053
2018-08-15,1299.283614782393
2018-09-15,1384.182524203193
2018-10-15,1458.8122081694783
2018-11-15,1504.8138817019571
2018-12-15,1543.4849416482991
2019-01-15,1588.3423324520998
2019-02-15,1648.1533037753995
2019-03-15,1725.2792999901924
2019-04-15,1784.7099606554982
2019-05-15,1839.3054822944998
2019-06-15,1889.297904669895
2019-07-15,1930.8221322398667
2019-08-15,2007.1665649218212
2019-09-15,2125.301610172078
2019-10-15,2195.298038082493
2019-11-15,2288.6978121670018
2019-12-15,2374.3799604979877
2020-01-15,2427.872246153337
2020-02-15,2476.7605948564055
2020-03-15,2559.5703087242596
2020-04-15,2597.8761364087395
2020-05-15,2637.9545133273946
2020-06-15,2697.138055833871
2020-07-15,2749.305955695633
2020-08-15,2823.5402506077926
2020-09-15,2903.602345624941
2020-10-15,3012.8059542330543
2020-11-15,3108.0017328346103
2020-12-15,3232.4948351204957
2021-01-15,3363.379501988968
2021-02-15,3483.607931235541
2021-03-15,3651.1976027324877
2021-04-15,3800.1771826479435
2021-05-15,3950.157726774295
2021-06-15,4106.057511645301
2021-07-15,4268.110150301888
2021-08-15,4436.5584757264
2021-09-15,4611.654904723475
2021-10-15,4793.661816162125
2021-11-15,4982.851944145776
